transaction_id,date,year,month,day,product,commodity_category,hs_code,quantity,unit,unit_price,trade_value,market_price,price_deviation,exporter_company,exporter_country,export_port,importer_company,importer_country,import_port,shipping_route,distance_km,transport_mode,vessel_id,port_calls,port_activity_index,cargo_volume,shipment_duration_days,trade_frequency_30d,company_risk_score,route_anomaly,fraud_label
TXN00752,2024-03-15,2024,3,15,Wheat,Agriculture,100199,3836,tons,310.67,1191730.12,300,0.0356,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Perth-Malaysia-Indonesia-Yokohama,12000,Sea,IMO8358366,6,1.34,111780,30,19,0.17,1,0
TXN00753,2024-04-30,2024,4,30,Steel,Metal,720712,1767,tons,514.28,908732.76,520,-0.011,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Shanghai-Singapore-Chennai,5600,Sea,IMO6147473,3,0.92,39983,15,11,0.38,0,0
TXN00754,2024-01-19,2024,1,19,CrudeOil,Energy,270900,1258,tons,74.06,93167.48,75,-0.0125,AndesMining,Chile,Valparaiso,BharatMetals,India,Chennai,Houston-Alexandria,11500,Sea,IMO7738781,8,0.72,36673,22,16,0.15,0,0
TXN00755,2024-06-14,2024,6,14,Steel,Metal,720712,1902,tons,546.27,1039005.54,520,0.0505,AusMetal,Australia,Perth,BharatMetals,India,Chennai,Shanghai-Singapore-Chennai,5600,Sea,IMO5501659,3,1.72,29715,5,29,0.35,0,0
TXN00756,2024-03-01,2024,3,1,Wheat,Agriculture,100199,1597,tons,320.93,512525.21,300,0.0698,HuaxinSteel,China,Shanghai,JiangsuCopper,China,Shanghai,Valparaiso-Shanghai,17000,Sea,IMO2557030,8,1.77,99706,35,17,0.72,0,0
TXN00757,2024-03-05,2024,3,5,Copper,Metal,740311,1614,tons,1820.32,2937996.48,8500,-0.7858,AndesMining,Chile,Valparaiso,EuroEnergy,Germany,Hamburg,Valparaiso-Shanghai,17000,Sea,IMO2019794,2,1.5,100323,34,13,0.11,0,2
TXN00758,2024-06-13,2024,6,13,Copper,Metal,740311,3521,tons,8054.27,28359084.67,8500,-0.0524,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Shanghai-Singapore-Chennai,5600,Sea,IMO3167986,3,1.27,90150,24,2,0.78,0,0
TXN00759,2024-02-06,2024,2,6,Steel,Metal,720712,2253,tons,586.21,1320731.13,520,0.1273,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Dubai-Hamburg,6100,Sea,IMO2194197,6,1.38,62810,11,21,0.46,0,0
TXN00760,2024-06-21,2024,6,21,Steel,Metal,720712,3527,tons,491.81,1734613.87,520,-0.0542,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Valparaiso-Shanghai,17000,Sea,IMO7647152,6,1.43,96666,17,2,0.62,0,0
TXN00761,2024-01-19,2024,1,19,CrudeOil,Energy,270900,3277,tons,28.56,93591.12,75,-0.6192,AusMetal,Australia,Perth,BharatMetals,India,Chennai,Dubai-Hamburg,6100,Sea,IMO6938445,2,1.67,36442,15,7,0.86,0,2
TXN00762,2024-02-05,2024,2,5,Steel,Metal,720712,1850,tons,488.23,903225.5,520,-0.0611,AusMetal,Australia,Perth,JiangsuCopper,China,Shanghai,Perth-Yokohama,7800,Sea,IMO5792596,4,1.38,57608,10,5,0.82,0,0
TXN00763,2024-04-23,2024,4,23,Wheat,Agriculture,100199,3087,tons,294.24,908318.88,300,-0.0192,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Perth-Yokohama,7800,Sea,IMO1548676,7,1.24,71230,22,14,0.8,0,0
TXN00764,2024-03-31,2024,3,31,Steel,Metal,720712,905,tons,527.16,477079.8,520,0.0138,AusMetal,Australia,Perth,EuroEnergy,Germany,Hamburg,Dubai-Hamburg,6100,Sea,IMO7117778,1,1.75,79600,16,26,0.13,0,0
TXN00765,2024-06-09,2024,6,9,Aluminum,Metal,760110,1320,tons,2725.62,3597818.4,2400,0.1357,AndesMining,Chile,Valparaiso,BharatMetals,India,Chennai,Perth-Yokohama,7800,Sea,IMO3429341,2,1.38,131163,5,27,0.3,0,0
TXN00766,2024-02-13,2024,2,13,Steel,Metal,720712,2413,tons,520.35,1255604.55,520,0.0007,HuaxinSteel,China,Shanghai,BharatMetals,India,Chennai,Dubai-Hamburg,6100,Sea,IMO2471968,2,0.96,101442,20,13,0.24,0,0
TXN00767,2024-03-31,2024,3,31,Steel,Metal,720712,3607,tons,479.05,1727933.35,520,-0.0787,HuaxinSteel,China,Shanghai,EuroEnergy,Germany,Hamburg,Valparaiso-Shanghai,17000,Sea,IMO4758121,6,1.15,76605,7,1,0.42,0,0
TXN00768,2024-06-18,2024,6,18,Aluminum,Metal,760110,2482,tons,2748.22,6821082.04,2400,0.1451,AgriGrain,USA,Houston,BharatMetals,India,Chennai,Perth-Yokohama,7800,Sea,IMO5304805,6,0.73,66527,27,27,0.83,0,0
TXN00769,2024-02-08,2024,2,8,CrudeOil,Energy,270900,3519,tons,87.03,306258.57,75,0.1604,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Perth-Yokohama,7800,Sea,IMO5493922,6,1.67,120704,23,17,0.18,0,0
TXN00770,2024-03-26,2024,3,26,Steel,Metal,720712,3149,tons,528.17,1663207.33,520,0.0157,HuaxinSteel,China,Shanghai,JiangsuCopper,China,Shanghai,Perth-Yokohama,7800,Sea,IMO6829249,3,0.93,43319,12,13,0.27,0,0
TXN00771,2024-03-06,2024,3,6,Aluminum,Metal,760110,2477,tons,2786.61,6902432.97,2400,0.1611,AgriGrain,USA,Houston,BharatMetals,India,Chennai,Houston-Alexandria,11500,Sea,IMO3998515,1,1.68,42190,15,23,0.74,0,0
TXN00772,2024-06-03,2024,6,3,Copper,Metal,740311,1299,tons,9594.8,12463645.2,8500,0.1288,AgriGrain,USA,Houston,EuroEnergy,Germany,Hamburg,Houston-Alexandria,11500,Sea,IMO9933729,1,1.74,65874,31,2,0.38,0,0
TXN00773,2024-01-16,2024,1,16,Aluminum,Metal,760110,1156,tons,2724.55,3149579.8,2400,0.1352,AusMetal,Australia,Perth,DeltaFoods,Egypt,Alexandria,Shanghai-Dubai-Turkey-Chennai,9100,Sea,IMO2567214,5,1.64,22662,24,12,0.54,1,0
TXN00774,2024-06-24,2024,6,24,Aluminum,Metal,760110,1051,tons,8070.41,8482000.91,2400,2.3627,AndesMining,Chile,Valparaiso,BharatMetals,India,Chennai,Perth-Yokohama,7800,Sea,IMO9760959,5,0.81,50971,12,27,0.86,0,2
TXN00775,2024-01-18,2024,1,18,Copper,Metal,740311,3584,tons,10095.55,36182451.2,8500,0.1877,AusMetal,Australia,Perth,JiangsuCopper,China,Shanghai,Dubai-Hamburg,6100,Sea,IMO8470050,4,1.24,109403,9,16,0.73,0,0
TXN00776,2024-01-22,2024,1,22,Wheat,Agriculture,100199,2124,tons,301.1,639536.4,300,0.0037,AndesMining,Chile,Valparaiso,EuroEnergy,Germany,Hamburg,Perth-Yokohama,7800,Sea,IMO8077019,5,1.61,138797,15,16,0.36,0,0
TXN00777,2024-03-12,2024,3,12,Steel,Metal,720712,1083,tons,556.63,602830.29,520,0.0704,AgriGrain,USA,Houston,BharatMetals,India,Chennai,Houston-Alexandria,11500,Sea,IMO8666274,4,1.23,21169,27,29,0.78,0,0
TXN00778,2024-02-07,2024,2,7,Aluminum,Metal,760110,2970,tons,6851.12,20347826.4,2400,1.8546,AgriGrain,USA,Houston,EuroEnergy,Germany,Hamburg,Houston-Alexandria,11500,Sea,IMO1201505,3,1.63,59412,24,10,0.56,0,2
TXN00779,2024-05-17,2024,5,17,Aluminum,Metal,760110,2911,tons,2336.18,6800619.98,2400,-0.0266,PetroGlobal,UAE,Dubai,NipponAlloys,Japan,Yokohama,Dubai-Hamburg,6100,Sea,IMO4434651,5,1.08,134761,34,17,0.93,0,0
TXN00780,2024-05-18,2024,5,18,Copper,Metal,740311,1449,tons,8307.79,12037987.71,8500,-0.0226,HuaxinSteel,China,Shanghai,NipponAlloys,Japan,Yokohama,Shanghai-Singapore-Chennai,5600,Sea,IMO4730175,7,1.08,35051,26,10,0.25,0,0
TXN00781,2024-02-16,2024,2,16,CrudeOil,Energy,270900,3427,tons,83.51,286188.77,75,0.1135,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Shanghai-Dubai-Turkey-Chennai,9100,Sea,IMO1880055,7,1.17,26061,12,7,0.94,1,0
TXN00782,2024-05-06,2024,5,6,Aluminum,Metal,760110,2006,tons,2493.73,5002422.38,2400,0.0391,AusMetal,Australia,Perth,NipponAlloys,Japan,Yokohama,Shanghai-Dubai-Turkey-Chennai,9100,Sea,IMO4861062,3,0.99,141457,23,19,0.76,1,0
TXN00783,2024-05-19,2024,5,19,Copper,Metal,740311,3405,tons,8983.77,30589736.85,8500,0.0569,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Shanghai-Singapore-Chennai,5600,Sea,IMO3934059,6,1.76,92543,32,11,0.66,0,0
TXN00784,2024-01-04,2024,1,4,CrudeOil,Energy,270900,2708,tons,84.05,227607.4,75,0.1207,PetroGlobal,UAE,Dubai,DeltaFoods,Egypt,Alexandria,Valparaiso-Shanghai,17000,Sea,IMO7954046,8,1.8,24186,10,24,0.73,0,0
TXN00785,2024-03-23,2024,3,23,Wheat,Agriculture,100199,2560,tons,340.64,872038.4,300,0.1355,AgriGrain,USA,Houston,DeltaFoods,Egypt,Alexandria,Valparaiso-Shanghai,17000,Sea,IMO9745959,6,0.87,127366,28,21,0.88,0,0
TXN00786,2024-02-27,2024,2,27,CrudeOil,Energy,270900,3997,tons,80.88,323277.36,75,0.0784,AusMetal,Australia,Perth,EuroEnergy,Germany,Hamburg,Houston-Alexandria,11500,Sea,IMO6180526,6,0.82,20894,15,6,0.88,0,0
TXN00787,2024-03-15,2024,3,15,Steel,Metal,720712,2321,tons,606.71,1408173.91,520,0.1668,AgriGrain,USA,Houston,JiangsuCopper,China,Shanghai,Shanghai-Singapore-Chennai,5600,Sea,IMO6218786,2,1.45,45521,21,21,0.45,0,0
TXN00788,2024-02-15,2024,2,15,Wheat,Agriculture,100199,3186,tons,273.68,871944.48,300,-0.0877,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO4646091,1,1.65,92099,27,22,0.78,0,0
TXN00789,2024-06-10,2024,6,10,Aluminum,Metal,760110,2086,tons,2506.5,5228559.0,2400,0.0444,AndesMining,Chile,Valparaiso,DeltaFoods,Egypt,Alexandria,Perth-Yokohama,7800,Sea,IMO3017391,8,0.79,65165,26,14,0.73,0,0
TXN00790,2024-05-14,2024,5,14,CrudeOil,Energy,270900,1316,tons,88.31,116215.96,75,0.1775,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Dubai-Hamburg,6100,Sea,IMO4165930,1,0.87,146017,31,1,0.41,0,0
TXN00791,2024-03-06,2024,3,6,Wheat,Agriculture,100199,1712,tons,302.67,518171.04,300,0.0089,HuaxinSteel,China,Shanghai,EuroEnergy,Germany,Hamburg,Perth-Yokohama,7800,Sea,IMO1073061,8,1.0,137750,29,8,0.74,0,0
TXN00792,2024-05-01,2024,5,1,Aluminum,Metal,760110,2654,tons,2551.91,6772769.14,2400,0.0633,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO4620774,8,0.95,51075,22,12,0.52,0,0
TXN00793,2024-01-24,2024,1,24,Aluminum,Metal,760110,1438,tons,8335.17,11985974.46,2400,2.473,PetroGlobal,UAE,Dubai,EuroEnergy,Germany,Hamburg,Dubai-Hamburg,6100,Sea,IMO5726742,8,1.71,126409,25,3,0.65,0,2
TXN00794,2024-04-28,2024,4,28,CrudeOil,Energy,270900,883,tons,78.1,68962.3,75,0.0413,AgriGrain,USA,Houston,DeltaFoods,Egypt,Alexandria,Valparaiso-Shanghai,17000,Sea,IMO2328217,3,0.96,96495,15,22,0.23,0,0
TXN00795,2024-04-09,2024,4,9,Copper,Metal,740311,3386,tons,8544.02,28930051.72,8500,0.0052,PetroGlobal,UAE,Dubai,NipponAlloys,Japan,Yokohama,Dubai-Hamburg,6100,Sea,IMO8470069,7,1.07,65715,20,4,0.89,0,0
TXN00796,2024-05-20,2024,5,20,Steel,Metal,720712,1643,tons,585.86,962567.98,520,0.1267,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Valparaiso-Shanghai,17000,Sea,IMO6967163,3,0.98,32712,20,14,0.9,0,0
TXN00797,2024-02-20,2024,2,20,Copper,Metal,740311,3669,tons,8123.91,29806625.79,8500,-0.0442,PetroGlobal,UAE,Dubai,DeltaFoods,Egypt,Alexandria,Valparaiso-UAE-Singapore-Shanghai,22000,Sea,IMO3594402,3,1.14,29654,5,10,0.87,1,0
TXN00798,2024-03-15,2024,3,15,CrudeOil,Energy,270900,3210,tons,89.14,286139.4,75,0.1885,PetroGlobal,UAE,Dubai,NipponAlloys,Japan,Yokohama,Houston-Alexandria,11500,Sea,IMO8840178,6,1.42,133734,29,11,0.77,0,0
TXN00799,2024-04-12,2024,4,12,Steel,Metal,720712,1355,tons,496.03,672120.65,520,-0.0461,AndesMining,Chile,Valparaiso,EuroEnergy,Germany,Hamburg,Perth-Yokohama,7800,Sea,IMO6742974,3,1.79,68533,6,7,0.15,0,0
TXN00800,2024-01-22,2024,1,22,Aluminum,Metal,760110,1982,tons,2223.66,4407294.12,2400,-0.0735,HuaxinSteel,China,Shanghai,EuroEnergy,Germany,Hamburg,Dubai-Hamburg,6100,Sea,IMO8493832,2,1.27,69464,16,13,0.06,0,0
TXN00801,2024-02-05,2024,2,5,Steel,Metal,720712,3406,tons,474.24,1615261.44,520,-0.088,AusMetal,Australia,Perth,BharatMetals,India,Chennai,Valparaiso-Shanghai,17000,Sea,IMO4195278,7,0.99,46422,12,23,0.27,0,0
TXN00802,2024-03-28,2024,3,28,Aluminum,Metal,760110,1719,tons,2806.59,4824528.21,2400,0.1694,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Valparaiso-Shanghai,17000,Sea,IMO9433532,4,1.22,72331,24,3,0.77,0,0
TXN00803,2024-06-25,2024,6,25,Aluminum,Metal,760110,3092,tons,2392.75,7398383.0,2400,-0.003,AusMetal,Australia,Perth,JiangsuCopper,China,Shanghai,Shanghai-Dubai-Turkey-Chennai,9100,Sea,IMO6679681,8,1.51,72819,8,18,0.24,1,0
TXN00804,2024-01-04,2024,1,4,Copper,Metal,740311,3688,tons,10119.27,37319867.76,8500,0.1905,AusMetal,Australia,Perth,EuroEnergy,Germany,Hamburg,Shanghai-Singapore-Chennai,5600,Sea,IMO6391003,2,1.08,23683,20,20,0.75,0,0
TXN00805,2024-04-14,2024,4,14,Steel,Metal,720712,1190,tons,563.92,671064.8,520,0.0845,AgriGrain,USA,Houston,JiangsuCopper,China,Shanghai,Valparaiso-Shanghai,17000,Sea,IMO9917950,3,1.76,140469,26,26,0.09,0,0
TXN00806,2024-06-12,2024,6,12,CrudeOil,Energy,270900,976,tons,80.38,78450.88,75,0.0717,HuaxinSteel,China,Shanghai,BharatMetals,India,Chennai,Dubai-Hamburg,6100,Sea,IMO6319667,4,1.61,54761,35,15,0.85,0,0
TXN00807,2024-04-13,2024,4,13,Steel,Metal,720712,2353,tons,552.22,1299373.66,520,0.062,PetroGlobal,UAE,Dubai,EuroEnergy,Germany,Hamburg,Shanghai-Singapore-Chennai,5600,Sea,IMO1921671,2,0.89,79491,35,21,0.61,0,0
TXN00808,2024-03-02,2024,3,2,Aluminum,Metal,760110,3416,tons,2760.45,9429697.2,2400,0.1502,AusMetal,Australia,Perth,NipponAlloys,Japan,Yokohama,Perth-Yokohama,7800,Sea,IMO8817544,5,1.04,21664,5,21,0.86,0,0
TXN00809,2024-05-19,2024,5,19,Wheat,Agriculture,100199,1293,tons,148.05,191428.65,300,-0.5065,HuaxinSteel,China,Shanghai,NipponAlloys,Japan,Yokohama,Houston-Alexandria,11500,Sea,IMO9231703,6,1.17,34421,13,24,0.08,0,2
TXN00810,2024-06-02,2024,6,2,Steel,Metal,720712,2679,tons,476.34,1276114.86,520,-0.084,AusMetal,Australia,Perth,DeltaFoods,Egypt,Alexandria,Dubai-Hamburg,6100,Sea,IMO6964500,2,0.98,149530,5,25,0.74,0,0
TXN00811,2024-02-27,2024,2,27,CrudeOil,Energy,270900,1574,tons,76.71,120741.54,75,0.0228,PetroGlobal,UAE,Dubai,DeltaFoods,Egypt,Alexandria,Perth-Yokohama,7800,Sea,IMO4461960,6,1.66,103264,30,7,0.19,0,0
TXN00812,2024-03-22,2024,3,22,Wheat,Agriculture,100199,1963,tons,325.18,638328.34,300,0.0839,AgriGrain,USA,Houston,EuroEnergy,Germany,Hamburg,Perth-Yokohama,7800,Sea,IMO8772913,8,1.0,143795,26,9,0.75,0,0
TXN00813,2024-05-19,2024,5,19,Steel,Metal,720712,3037,tons,584.87,1776250.19,520,0.1248,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Valparaiso-Shanghai,17000,Sea,IMO6190252,8,1.72,44917,15,15,0.77,0,0
TXN00814,2024-04-19,2024,4,19,CrudeOil,Energy,270900,2033,tons,33.98,69081.34,75,-0.5469,AusMetal,Australia,Perth,NipponAlloys,Japan,Yokohama,Dubai-Hamburg,6100,Sea,IMO1710848,2,1.34,118410,28,21,0.22,0,2
TXN00815,2024-01-17,2024,1,17,CrudeOil,Energy,270900,3583,tons,79.8,285923.4,75,0.064,AgriGrain,USA,Houston,EuroEnergy,Germany,Hamburg,Houston-Alexandria,11500,Sea,IMO4034549,5,1.61,23540,22,18,0.21,0,0
TXN00816,2024-01-26,2024,1,26,Copper,Metal,740311,1363,tons,8688.85,11842902.55,8500,0.0222,AgriGrain,USA,Houston,NipponAlloys,Japan,Yokohama,Valparaiso-Shanghai,17000,Sea,IMO4638302,3,1.2,111496,5,14,0.56,0,0
TXN00817,2024-06-04,2024,6,4,Aluminum,Metal,760110,1644,tons,2209.64,3632648.16,2400,-0.0793,PetroGlobal,UAE,Dubai,EuroEnergy,Germany,Hamburg,Shanghai-Singapore-Chennai,5600,Sea,IMO2937397,4,1.52,28764,18,27,0.41,0,0
TXN00818,2024-04-24,2024,4,24,Copper,Metal,740311,1647,tons,9128.69,15034952.43,8500,0.074,AusMetal,Australia,Perth,NipponAlloys,Japan,Yokohama,Perth-Yokohama,7800,Sea,IMO5037733,4,0.78,110499,31,20,0.46,0,0
TXN00819,2024-01-10,2024,1,10,Aluminum,Metal,760110,3863,tons,2253.71,8706081.73,2400,-0.061,HuaxinSteel,China,Shanghai,EuroEnergy,Germany,Hamburg,Dubai-Hamburg,6100,Sea,IMO1257044,1,1.49,23866,30,18,0.85,0,0
TXN00820,2024-06-27,2024,6,27,Aluminum,Metal,760110,939,tons,5788.63,5435523.57,2400,1.4119,AgriGrain,USA,Houston,BharatMetals,India,Chennai,Houston-Alexandria,11500,Sea,IMO1328538,4,1.23,40052,12,27,0.21,0,2
TXN00821,2024-03-04,2024,3,4,CrudeOil,Energy,270900,3407,tons,77.03,262441.21,75,0.0271,HuaxinSteel,China,Shanghai,EuroEnergy,Germany,Hamburg,Dubai-Hamburg,6100,Sea,IMO8139893,1,1.33,122152,35,8,0.8,0,0
TXN00822,2024-03-28,2024,3,28,Steel,Metal,720712,837,tons,498.15,416951.55,520,-0.042,AgriGrain,USA,Houston,NipponAlloys,Japan,Yokohama,Shanghai-Singapore-Chennai,5600,Sea,IMO7293302,2,1.31,81044,11,15,0.39,0,0
TXN00823,2024-01-26,2024,1,26,Steel,Metal,720712,877,tons,470.38,412523.26,520,-0.0954,PetroGlobal,UAE,Dubai,EuroEnergy,Germany,Hamburg,Dubai-Hamburg,6100,Sea,IMO8579400,8,1.41,59356,34,17,0.67,0,0
TXN00824,2024-05-01,2024,5,1,Copper,Metal,740311,965,tons,8857.39,8547381.35,8500,0.042,HuaxinSteel,China,Shanghai,NipponAlloys,Japan,Yokohama,Perth-Yokohama,7800,Sea,IMO8061801,3,1.34,85560,15,9,0.64,0,0
TXN00825,2024-01-24,2024,1,24,Copper,Metal,740311,3171,tons,10121.78,32096164.38,8500,0.1908,PetroGlobal,UAE,Dubai,NipponAlloys,Japan,Yokohama,Shanghai-Singapore-Chennai,5600,Sea,IMO4272907,1,0.91,115639,18,21,0.4,0,0
TXN00826,2024-03-10,2024,3,10,Copper,Metal,740311,1773,tons,10117.23,17937848.79,8500,0.1903,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Houston-Alexandria,11500,Sea,IMO2388338,1,1.72,56873,24,23,0.9,0,0
TXN00827,2024-03-26,2024,3,26,CrudeOil,Energy,270900,2309,tons,67.73,156388.57,75,-0.0969,AgriGrain,USA,Houston,JiangsuCopper,China,Shanghai,Shanghai-Dubai-Turkey-Chennai,9100,Sea,IMO8648888,4,0.8,140044,12,18,0.44,1,0
TXN00828,2024-02-04,2024,2,4,Aluminum,Metal,760110,2029,tons,2712.28,5503216.12,2400,0.1301,PetroGlobal,UAE,Dubai,NipponAlloys,Japan,Yokohama,Houston-Alexandria,11500,Sea,IMO7191536,7,1.11,76461,26,16,0.35,0,0
TXN00829,2024-02-12,2024,2,12,Wheat,Agriculture,100199,3352,tons,354.25,1187446.0,300,0.1808,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Shanghai-Singapore-Chennai,5600,Sea,IMO6622538,1,1.37,116056,31,27,0.29,0,0
TXN00830,2024-05-31,2024,5,31,Copper,Metal,740311,2977,tons,9606.78,28599384.06,8500,0.1302,HuaxinSteel,China,Shanghai,NipponAlloys,Japan,Yokohama,Valparaiso-Shanghai,17000,Sea,IMO6302427,5,1.11,132839,6,12,0.19,0,0
TXN00831,2024-06-01,2024,6,1,Wheat,Agriculture,100199,2776,tons,324.08,899646.08,300,0.0803,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Houston-Alexandria,11500,Sea,IMO2369396,2,0.94,96774,13,22,0.25,0,0
TXN00832,2024-03-28,2024,3,28,Copper,Metal,740311,3069,tons,8568.42,26296480.98,8500,0.008,PetroGlobal,UAE,Dubai,EuroEnergy,Germany,Hamburg,Perth-Yokohama,7800,Sea,IMO4459531,6,0.8,79231,12,2,0.59,0,0
TXN00833,2024-06-28,2024,6,28,Copper,Metal,740311,1847,tons,9368.59,17303785.73,8500,0.1022,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Valparaiso-Shanghai,17000,Sea,IMO9320412,7,1.64,79173,16,28,0.63,0,0
TXN00834,2024-01-01,2024,1,1,Copper,Metal,740311,3077,tons,9971.99,30683813.23,8500,0.1732,AndesMining,Chile,Valparaiso,EuroEnergy,Germany,Hamburg,Shanghai-Singapore-Chennai,5600,Sea,IMO4999807,8,1.59,59303,7,14,0.47,0,0
TXN00835,2024-05-01,2024,5,1,Steel,Metal,720712,1717,tons,553.62,950565.54,520,0.0647,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Houston-Alexandria,11500,Sea,IMO1972414,8,1.24,112039,27,27,0.33,0,0
TXN00836,2024-04-29,2024,4,29,CrudeOil,Energy,270900,2371,tons,74.27,176094.17,75,-0.0097,AgriGrain,USA,Houston,EuroEnergy,Germany,Hamburg,Dubai-Hamburg,6100,Sea,IMO7908621,4,1.29,66192,6,8,0.85,0,0
TXN00837,2024-04-20,2024,4,20,Copper,Metal,740311,1717,tons,9975.27,17127538.59,8500,0.1736,AusMetal,Australia,Perth,DeltaFoods,Egypt,Alexandria,Dubai-Hamburg,6100,Sea,IMO5990289,8,1.07,99255,28,15,0.92,0,0
TXN00838,2024-03-09,2024,3,9,Copper,Metal,740311,1472,tons,8232.17,12117754.24,8500,-0.0315,PetroGlobal,UAE,Dubai,EuroEnergy,Germany,Hamburg,Shanghai-Singapore-Chennai,5600,Sea,IMO2595641,7,1.0,144293,19,17,0.88,0,0
TXN00839,2024-04-21,2024,4,21,Steel,Metal,720712,1856,tons,533.18,989582.08,520,0.0253,HuaxinSteel,China,Shanghai,NipponAlloys,Japan,Yokohama,Shanghai-Singapore-Chennai,5600,Sea,IMO7368181,6,0.92,61913,13,4,0.44,0,0
TXN00840,2024-06-02,2024,6,2,Copper,Metal,740311,2766,tons,18591.12,51423037.92,8500,1.1872,PetroGlobal,UAE,Dubai,EuroEnergy,Germany,Hamburg,Valparaiso-Shanghai,17000,Sea,IMO6280982,1,1.21,36145,5,15,0.36,0,2
TXN00841,2024-01-13,2024,1,13,CrudeOil,Energy,270900,2957,tons,79.75,235820.75,75,0.0633,AndesMining,Chile,Valparaiso,NipponAlloys,Japan,Yokohama,Valparaiso-Shanghai,17000,Sea,IMO5204128,4,1.17,42943,15,12,0.5,0,0
TXN00842,2024-05-24,2024,5,24,Steel,Metal,720712,858,tons,508.62,436395.96,520,-0.0219,HuaxinSteel,China,Shanghai,EuroEnergy,Germany,Hamburg,Perth-Yokohama,7800,Sea,IMO9007668,1,1.75,124188,20,8,0.63,0,0
TXN00843,2024-05-11,2024,5,11,Aluminum,Metal,760110,2230,tons,2286.88,5099742.4,2400,-0.0471,AndesMining,Chile,Valparaiso,JiangsuCopper,China,Shanghai,Perth-Yokohama,7800,Sea,IMO8490942,4,1.11,73523,22,28,0.68,0,0
TXN00844,2024-06-16,2024,6,16,Wheat,Agriculture,100199,2352,tons,68.85,161935.2,300,-0.7705,AndesMining,Chile,Valparaiso,BharatMetals,India,Chennai,Houston-Alexandria,11500,Sea,IMO6859883,1,1.76,34803,11,7,0.64,0,2
TXN00845,2024-03-22,2024,3,22,Steel,Metal,720712,2352,tons,472.15,1110496.8,520,-0.092,AgriGrain,USA,Houston,DeltaFoods,Egypt,Alexandria,Valparaiso-Shanghai,17000,Sea,IMO7359687,1,1.61,135776,21,20,0.33,0,0
TXN00846,2024-05-23,2024,5,23,Wheat,Agriculture,100199,3168,tons,357.09,1131261.12,300,0.1903,PetroGlobal,UAE,Dubai,JiangsuCopper,China,Shanghai,Perth-Yokohama,7800,Sea,IMO4847584,8,0.98,49457,27,9,0.88,0,0
TXN00847,2024-03-10,2024,3,10,CrudeOil,Energy,270900,2968,tons,68.53,203397.04,75,-0.0863,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Shanghai-Singapore-Chennai,5600,Sea,IMO5999866,6,1.15,109370,6,5,0.13,0,0
TXN00848,2024-02-10,2024,2,10,Aluminum,Metal,760110,832,tons,2745.48,2284239.36,2400,0.1439,AndesMining,Chile,Valparaiso,DeltaFoods,Egypt,Alexandria,Shanghai-Singapore-Chennai,5600,Sea,IMO4165206,5,1.68,36777,23,18,0.09,0,0
TXN00849,2024-06-18,2024,6,18,Aluminum,Metal,760110,1113,tons,2210.48,2460264.24,2400,-0.079,AndesMining,Chile,Valparaiso,EuroEnergy,Germany,Hamburg,Shanghai-Dubai-Turkey-Chennai,9100,Sea,IMO6674037,4,0.85,69060,17,28,0.05,1,0
TXN00850,2024-04-14,2024,4,14,Copper,Metal,740311,2700,tons,9015.28,24341256.0,8500,0.0606,PetroGlobal,UAE,Dubai,BharatMetals,India,Chennai,Perth-Yokohama,7800,Sea,IMO7258090,2,1.3,49151,34,23,0.92,0,0
TXN00851,2024-05-25,2024,5,25,Aluminum,Metal,760110,2942,tons,6729.17,19797218.14,2400,1.8038,HuaxinSteel,China,Shanghai,DeltaFoods,Egypt,Alexandria,Perth-Yokohama,7800,Sea,IMO4101823,2,1.69,44862,17,2,0.91,0,2
